OrderDate,CustomerID,Category,Product,Quantity,UnitPrice,Region,Revenue,Month,DayOfWeek,IsWeekend
2025-12-26,CUST0251,Electronics,Bluetooth Speaker,3,243.08,South,729.24,2025-12,Friday,False
2025-06-14,CUST0573,Toys,RC Car,1,51.57,North,51.57,2025-06,Saturday,True
2025-08-05,CUST0150,Apparel,Denim Jeans,1,44.13,Unknown,44.13,2025-08,Tuesday,False
2025-07-24,CUST0375,Beauty,Lip Balm Set,4,34.05,North,136.2,2025-07,Thursday,False
2025-05-18,CUST0512,Apparel,Cotton T-Shirt,4,52.82,North,211.28,2025-05,Sunday,True
2025-10-24,CUST0187,Sports,Water Bottle,2,76.32,West,152.64,2025-10,Friday,False
2025-01-02,CUST0248,Sports,Water Bottle,1,29.49,South,29.49,2025-01,Thursday,False
2025-01-24,CUST0002,Electronics,Smartwatch,2,93.78,South,187.56,2025-01,Friday,False
2025-08-24,CUST0437,Electronics,Smartwatch,5,48.65,West,243.25,2025-08,Sunday,True
2025-01-30,CUST0462,Home & Kitchen,LED Lamp,2,63.38,West,126.76,2025-01,Thursday,False
2025-11-27,CUST0078,Beauty,Makeup Brush Kit,2,58.63,West,117.26,2025-11,Thursday,False
2025-09-19,CUST0612,Sports,Yoga Mat,1,115.84,North,115.84,2025-09,Friday,False
2025-12-31,CUST0258,Toys,RC Car,3,60.9,East,182.7,2025-12,Wednesday,False
2025-03-03,CUST0700,Home & Kitchen,Non-Stick Pan,5,53.91,East,269.54999999999995,2025-03,Monday,False
2025-12-21,CUST0075,Apparel,Denim Jeans,5,63.43,North,317.15,2025-12,Sunday,True
2025-08-12,CUST0774,Toys,Building Blocks,4,68.83,South,275.32,2025-08,Tuesday,False
2025-08-12,CUST0180,Beauty,Lip Balm Set,2,12.33,West,24.66,2025-08,Tuesday,False
2025-02-05,CUST0755,Sports,Dumbbell Set,1,55.61,West,55.61,2025-02,Wednesday,False
2025-03-31,CUST0503,Electronics,Bluetooth Speaker,4,133.66,North,534.64,2025-03,Monday,False
2025-01-09,CUST0287,Electronics,Bluetooth Speaker,1,52.59,North,52.59,2025-01,Thursday,False
2025-09-20,CUST0132,Electronics,Laptop Stand,4,130.06,East,520.24,2025-09,Saturday,True
2025-09-16,CUST0391,Sports,Resistance Bands,4,63.6,East,254.4,2025-09,Tuesday,False
2025-03-30,CUST0582,Apparel,Winter Jacket,5,27.11,South,135.55,2025-03,Sunday,True
2025-07-31,CUST0270,Beauty,Face Serum,4,11.2,West,44.8,2025-07,Thursday,False
2025-12-14,CUST0452,Beauty,Face Serum,2,9.74,Unknown,19.48,2025-12,Sunday,True
2025-12-26,CUST0658,Apparel,Running Shoes,1,78.11,South,78.11,2025-12,Friday,False
2025-07-02,CUST0193,Toys,Building Blocks,5,26.65,East,133.25,2025-07,Wednesday,False
2025-08-15,CUST0571,Apparel,Cotton T-Shirt,1,119.78,North,119.78,2025-08,Friday,False
2025-01-25,CUST0196,Beauty,Lip Balm Set,2,38.7,Unknown,77.4,2025-01,Saturday,True
2025-07-17,CUST0116,Toys,Building Blocks,4,79.67,South,318.68,2025-07,Thursday,False
2025-07-23,CUST0378,Beauty,Face Serum,4,57.12,North,228.48,2025-07,Wednesday,False
2025-01-25,CUST0240,Toys,Building Blocks,5,9.74,North,48.7,2025-01,Saturday,True
2025-05-08,CUST0789,Toys,Puzzle 1000pc,2,71.89,East,143.78,2025-05,Thursday,False
2025-05-27,CUST0677,Electronics,Bluetooth Speaker,1,123.37,South,123.37,2025-05,Tuesday,False
2025-08-15,CUST0431,Apparel,Denim Jeans,3,40.22,East,120.66,2025-08,Friday,False
2025-10-04,CUST0392,Beauty,Makeup Brush Kit,4,40.5,North,162.0,2025-10,Saturday,True
2025-11-21,CUST0100,Toys,Plush Toy,1,11.9,East,11.9,2025-11,Friday,False
2025-08-08,CUST0189,Electronics,Smartwatch,5,140.99,North,704.95,2025-08,Friday,False
2025-07-12,CUST0089,Beauty,Lip Balm Set,4,19.42,South,77.68,2025-07,Saturday,True
2025-05-10,CUST0115,Home & Kitchen,LED Lamp,3,24.12,West,72.36,2025-05,Saturday,True
2025-12-05,CUST0075,Toys,Plush Toy,2,34.18,North,68.36,2025-12,Friday,False
2025-04-12,CUST0450,Home & Kitchen,LED Lamp,5,88.22,North,441.1,2025-04,Saturday,True
2025-07-09,CUST0306,Home & Kitchen,Blender,4,83.63,East,334.52,2025-07,Wednesday,False
2025-06-17,CUST0056,Apparel,Winter Jacket,4,53.78,North,215.12,2025-06,Tuesday,False
2025-11-07,CUST0704,Beauty,Face Serum,2,23.64,East,47.28,2025-11,Friday,False
2025-01-26,CUST0412,Electronics,Smartwatch,3,177.27,South,531.8100000000001,2025-01,Sunday,True
2025-06-30,CUST0448,Toys,Building Blocks,1,60.67,North,60.67,2025-06,Monday,False
2025-05-13,CUST0483,Electronics,Wireless Earbuds,5,24.28,West,121.4,2025-05,Tuesday,False
2025-12-27,CUST0534,Home & Kitchen,LED Lamp,4,52.69,North,210.76,2025-12,Saturday,True
2025-04-15,CUST0010,Apparel,Running Shoes,2,78.47,South,156.94,2025-04,Tuesday,False
2025-12-27,CUST0430,Toys,Building Blocks,4,31.32,North,125.28,2025-12,Saturday,True
2025-10-23,CUST0515,Beauty,Lip Balm Set,2,30.83,South,61.66,2025-10,Thursday,False
2025-08-26,CUST0193,Beauty,Hair Dryer,1,30.32,North,30.32,2025-08,Tuesday,False
2025-03-02,CUST0025,Apparel,Cotton T-Shirt,5,30.75,West,153.75,2025-03,Sunday,True
2025-07-15,CUST0204,Beauty,Hair Dryer,2,58.16,East,116.32,2025-07,Tuesday,False
2025-10-31,CUST0027,Electronics,Wireless Earbuds,3,234.91,East,704.73,2025-10,Friday,False
2025-04-05,CUST0798,Toys,Plush Toy,3,65.47,West,196.41,2025-04,Saturday,True
2025-06-27,CUST0790,Beauty,Face Serum,2,34.92,Unknown,69.84,2025-06,Friday,False
2025-08-15,CUST0782,Sports,Water Bottle,3,116.24,North,348.71999999999997,2025-08,Friday,False
2025-01-06,CUST0595,Apparel,Winter Jacket,1,98.63,West,98.63,2025-01,Monday,False
2025-09-16,CUST0722,Toys,Plush Toy,1,52.85,West,52.85,2025-09,Tuesday,False
2025-06-23,CUST0162,Apparel,Denim Jeans,3,100.17,South,300.51,2025-06,Monday,False
2025-03-16,CUST0125,Home & Kitchen,Non-Stick Pan,3,49.41,East,148.23,2025-03,Sunday,True
2025-01-27,CUST0161,Apparel,Winter Jacket,4,17.65,East,70.6,2025-01,Monday,False
2025-12-10,CUST0570,Sports,Water Bottle,2,38.44,West,76.88,2025-12,Wednesday,False
2025-08-16,CUST0296,Apparel,Cotton T-Shirt,2,17.31,North,34.62,2025-08,Saturday,True
2025-10-05,CUST0474,Beauty,Lip Balm Set,3,23.12,East,69.36,2025-10,Sunday,True
2025-05-02,CUST0531,Beauty,Lip Balm Set,3,43.78,North,131.34,2025-05,Friday,False
2025-04-17,CUST0698,Toys,RC Car,3,20.34,West,61.019999999999996,2025-04,Thursday,False
2025-01-17,CUST0206,Sports,Yoga Mat,1,49.2,West,49.2,2025-01,Friday,False
2025-08-30,CUST0220,Toys,Building Blocks,2,55.36,South,110.72,2025-08,Saturday,True
2025-11-14,CUST0714,Home & Kitchen,Non-Stick Pan,2,74.54,West,149.08,2025-11,Friday,False
2025-08-24,CUST0223,Apparel,Cotton T-Shirt,1,23.53,East,23.53,2025-08,Sunday,True
2025-08-10,CUST0020,Toys,RC Car,2,22.01,North,44.02,2025-08,Sunday,True
2025-02-24,CUST0689,Beauty,Lip Balm Set,5,54.45,West,272.25,2025-02,Monday,False
2025-05-14,CUST0642,Home & Kitchen,Non-Stick Pan,3,74.08,North,222.24,2025-05,Wednesday,False
2025-11-18,CUST0687,Sports,Yoga Mat,4,51.77,South,207.08,2025-11,Tuesday,False
2025-10-23,CUST0156,Beauty,Makeup Brush Kit,4,21.15,Unknown,84.6,2025-10,Thursday,False
2025-08-22,CUST0309,Home & Kitchen,LED Lamp,2,15.55,South,31.1,2025-08,Friday,False
2025-07-04,CUST0246,Electronics,Bluetooth Speaker,4,99.32,West,397.28,2025-07,Friday,False
2025-09-15,CUST0583,Home & Kitchen,Non-Stick Pan,4,68.68,North,274.72,2025-09,Monday,False
2025-03-30,CUST0329,Apparel,Running Shoes,5,119.01,South,595.0500000000001,2025-03,Sunday,True
2025-06-05,CUST0543,Apparel,Winter Jacket,3,38.72,West,116.16,2025-06,Thursday,False
2025-09-30,CUST0451,Sports,Water Bottle,5,122.19,East,610.95,2025-09,Tuesday,False
2025-07-25,CUST0639,Beauty,Hair Dryer,4,26.28,North,105.12,2025-07,Friday,False
2025-09-04,CUST0407,Toys,Puzzle 1000pc,1,34.28,South,34.28,2025-09,Thursday,False
2025-01-20,CUST0479,Home & Kitchen,Blender,2,22.57,East,45.14,2025-01,Monday,False
2025-01-04,CUST0792,Apparel,Denim Jeans,3,48.84,South,146.52,2025-01,Saturday,True
2025-08-23,CUST0354,Beauty,Lip Balm Set,1,50.32,West,50.32,2025-08,Saturday,True
2025-03-26,CUST0012,Sports,Yoga Mat,4,97.28,North,389.12,2025-03,Wednesday,False
2025-12-01,CUST0367,Toys,Puzzle 1000pc,4,25.23,North,100.92,2025-12,Monday,False
2025-03-07,CUST0470,Electronics,Bluetooth Speaker,2,126.96,East,253.92,2025-03,Friday,False
2025-11-26,CUST0040,Home & Kitchen,LED Lamp,4,81.15,North,324.6,2025-11,Wednesday,False
2025-10-27,CUST0225,Apparel,Winter Jacket,4,55.87,South,223.48,2025-10,Monday,False
2025-03-23,CUST0743,Electronics,Laptop Stand,1,68.89,West,68.89,2025-03,Sunday,True
2025-08-23,CUST0759,Sports,Resistance Bands,2,39.32,North,78.64,2025-08,Saturday,True
2025-09-19,CUST0255,Apparel,Cotton T-Shirt,4,92.71,West,370.84,2025-09,Friday,False
2025-03-18,CUST0638,Apparel,Winter Jacket,1,28.42,West,28.42,2025-03,Tuesday,False
2025-07-16,CUST0373,Electronics,Laptop Stand,4,222.44,South,889.76,2025-07,Wednesday,False
2025-05-16,CUST0263,Sports,Dumbbell Set,2,47.71,South,95.42,2025-05,Friday,False
2025-03-31,CUST0018,Apparel,Winter Jacket,2,86.91,South,173.82,2025-03,Monday,False
2025-01-14,CUST0370,Sports,Water Bottle,1,98.77,West,98.77,2025-01,Tuesday,False
2025-07-08,CUST0667,Electronics,Laptop Stand,5,50.4,West,252.0,2025-07,Tuesday,False
2025-12-19,CUST0627,Beauty,Lip Balm Set,5,49.73,West,248.64999999999998,2025-12,Friday,False
2025-10-26,CUST0399,Toys,RC Car,3,21.04,East,63.12,2025-10,Sunday,True
2025-07-06,CUST0132,Apparel,Running Shoes,5,51.65,North,258.25,2025-07,Sunday,True
2025-12-11,CUST0363,Electronics,Wireless Earbuds,3,86.76,South,260.28000000000003,2025-12,Thursday,False
2025-05-27,CUST0718,Home & Kitchen,LED Lamp,4,24.6,North,98.4,2025-05,Tuesday,False
2025-07-15,CUST0106,Electronics,Wireless Earbuds,2,240.31,East,480.62,2025-07,Tuesday,False
2025-12-29,CUST0589,Toys,Puzzle 1000pc,2,8.59,North,17.18,2025-12,Monday,False
2025-01-30,CUST0540,Home & Kitchen,LED Lamp,1,87.92,West,87.92,2025-01,Thursday,False
2025-09-27,CUST0049,Sports,Dumbbell Set,2,16.02,North,32.04,2025-09,Saturday,True
2025-07-18,CUST0449,Home & Kitchen,Throw Pillow,3,19.39,South,58.17,2025-07,Friday,False
2025-10-09,CUST0153,Electronics,Bluetooth Speaker,5,244.2,South,1221.0,2025-10,Thursday,False
2025-02-14,CUST0099,Apparel,Denim Jeans,1,42.17,East,42.17,2025-02,Friday,False
2025-11-21,CUST0717,Apparel,Winter Jacket,1,34.63,North,34.63,2025-11,Friday,False
2025-06-07,CUST0316,Beauty,Lip Balm Set,4,22.49,West,89.96,2025-06,Saturday,True
2025-06-26,CUST0242,Sports,Water Bottle,5,23.61,South,118.05,2025-06,Thursday,False
2025-02-21,CUST0191,Sports,Yoga Mat,3,43.66,Unknown,130.98,2025-02,Friday,False
2025-11-10,CUST0474,Sports,Yoga Mat,3,32.84,North,98.52000000000001,2025-11,Monday,False
2025-07-16,CUST0492,Home & Kitchen,LED Lamp,5,38.95,South,194.75,2025-07,Wednesday,False
2025-09-05,CUST0337,Home & Kitchen,LED Lamp,3,35.08,West,105.24,2025-09,Friday,False
2025-07-05,CUST0267,Toys,Puzzle 1000pc,3,28.71,North,86.13,2025-07,Saturday,True
2025-08-21,CUST0366,Electronics,Laptop Stand,4,80.17,Unknown,320.68,2025-08,Thursday,False
2025-03-22,CUST0242,Apparel,Running Shoes,3,59.63,West,178.89000000000001,2025-03,Saturday,True
2025-01-07,CUST0633,Apparel,Denim Jeans,2,101.59,North,203.18,2025-01,Tuesday,False
2025-08-18,CUST0604,Beauty,Face Serum,1,6.09,South,6.09,2025-08,Monday,False
2025-04-14,CUST0546,Electronics,Wireless Earbuds,1,123.28,South,123.28,2025-04,Monday,False
2025-06-30,CUST0795,Toys,Plush Toy,5,62.85,North,314.25,2025-06,Monday,False
2025-06-10,CUST0736,Sports,Resistance Bands,1,125.54,East,125.54,2025-06,Tuesday,False
2025-11-06,CUST0691,Beauty,Lip Balm Set,1,44.55,East,44.55,2025-11,Thursday,False
2025-10-27,CUST0784,Beauty,Hair Dryer,1,19.06,West,19.06,2025-10,Monday,False
2025-02-16,CUST0159,Electronics,Laptop Stand,3,201.48,South,604.4399999999999,2025-02,Sunday,True
2025-03-05,CUST0098,Beauty,Face Serum,2,51.18,North,102.36,2025-03,Wednesday,False
2025-11-16,CUST0712,Home & Kitchen,Throw Pillow,4,73.3,West,293.2,2025-11,Sunday,True
2025-12-24,CUST0538,Apparel,Denim Jeans,3,112.48,East,337.44,2025-12,Wednesday,False
2025-07-27,CUST0634,Sports,Yoga Mat,2,17.13,East,34.26,2025-07,Sunday,True
2025-09-05,CUST0092,Sports,Water Bottle,3,58.93,West,176.79,2025-09,Friday,False
2025-03-29,CUST0160,Electronics,Bluetooth Speaker,1,21.75,North,21.75,2025-03,Saturday,True
2025-06-15,CUST0708,Sports,Resistance Bands,1,112.55,North,112.55,2025-06,Sunday,True
2025-05-17,CUST0474,Sports,Water Bottle,4,61.8,East,247.2,2025-05,Saturday,True
2025-09-12,CUST0623,Toys,RC Car,5,18.0,West,90.0,2025-09,Friday,False
2025-09-28,CUST0533,Toys,RC Car,4,20.14,East,80.56,2025-09,Sunday,True
2025-09-01,CUST0008,Electronics,Laptop Stand,3,201.96,East,605.88,2025-09,Monday,False
2025-11-22,CUST0199,Home & Kitchen,LED Lamp,3,86.36,East,259.08,2025-11,Saturday,True
2025-01-26,CUST0017,Electronics,Laptop Stand,2,76.76,South,153.52,2025-01,Sunday,True
2025-12-15,CUST0036,Sports,Yoga Mat,5,50.41,South,252.04999999999998,2025-12,Monday,False
2025-11-04,CUST0169,Apparel,Cotton T-Shirt,1,50.0,North,50.0,2025-11,Tuesday,False
2025-04-20,CUST0465,Sports,Resistance Bands,4,32.87,North,131.48,2025-04,Sunday,True
2025-07-13,CUST0113,Toys,Plush Toy,3,43.13,North,129.39000000000001,2025-07,Sunday,True
2025-05-04,CUST0388,Electronics,Bluetooth Speaker,1,196.49,South,196.49,2025-05,Sunday,True
2025-12-23,CUST0549,Home & Kitchen,LED Lamp,3,13.53,South,40.589999999999996,2025-12,Tuesday,False
2025-07-15,CUST0747,Home & Kitchen,Throw Pillow,2,67.76,South,135.52,2025-07,Tuesday,False
2025-01-10,CUST0384,Sports,Water Bottle,2,51.4,South,102.8,2025-01,Friday,False
2025-09-28,CUST0207,Home & Kitchen,Non-Stick Pan,2,11.86,North,23.72,2025-09,Sunday,True
2025-02-11,CUST0239,Home & Kitchen,Non-Stick Pan,2,37.52,North,75.04,2025-02,Tuesday,False
2025-04-22,CUST0592,Beauty,Face Serum,5,38.58,East,192.89999999999998,2025-04,Tuesday,False
2025-06-04,CUST0598,Beauty,Makeup Brush Kit,1,53.25,West,53.25,2025-06,Wednesday,False
2025-04-12,CUST0732,Beauty,Face Serum,1,22.3,South,22.3,2025-04,Saturday,True
2025-07-12,CUST0136,Beauty,Hair Dryer,2,53.24,South,106.48,2025-07,Saturday,True
2025-06-13,CUST0489,Home & Kitchen,Blender,4,29.25,West,117.0,2025-06,Friday,False
2025-03-10,CUST0381,Sports,Dumbbell Set,4,114.95,East,459.8,2025-03,Monday,False
2025-06-10,CUST0410,Toys,Plush Toy,1,34.22,Unknown,34.22,2025-06,Tuesday,False
2025-12-03,CUST0420,Sports,Yoga Mat,5,84.68,South,423.40000000000003,2025-12,Wednesday,False
2025-07-14,CUST0456,Beauty,Face Serum,4,51.24,South,204.96,2025-07,Monday,False
2025-06-14,CUST0297,Beauty,Lip Balm Set,4,10.17,North,40.68,2025-06,Saturday,True
2025-11-09,CUST0780,Toys,Plush Toy,4,71.32,East,285.28,2025-11,Sunday,True
2025-06-21,CUST0415,Electronics,Wireless Earbuds,3,192.04,North,576.12,2025-06,Saturday,True
2025-09-06,CUST0683,Sports,Dumbbell Set,2,17.64,West,35.28,2025-09,Saturday,True
2025-10-27,CUST0049,Electronics,Smartwatch,1,164.44,North,164.44,2025-10,Monday,False
2025-05-09,CUST0760,Sports,Resistance Bands,5,105.18,North,525.9000000000001,2025-05,Friday,False
2025-04-02,CUST0017,Home & Kitchen,Throw Pillow,2,67.77,North,135.54,2025-04,Wednesday,False
2025-06-10,CUST0057,Beauty,Face Serum,1,9.0,South,9.0,2025-06,Tuesday,False
2025-06-18,CUST0721,Apparel,Cotton T-Shirt,4,24.11,East,96.44,2025-06,Wednesday,False
2025-12-25,CUST0239,Beauty,Face Serum,5,20.42,East,102.10000000000001,2025-12,Thursday,False
2025-01-11,CUST0743,Beauty,Face Serum,1,52.71,South,52.71,2025-01,Saturday,True
2025-07-18,CUST0266,Toys,Plush Toy,3,44.84,West,134.52,2025-07,Friday,False
2025-11-20,CUST0265,Beauty,Makeup Brush Kit,4,57.72,South,230.88,2025-11,Thursday,False
2025-05-26,CUST0363,Toys,Puzzle 1000pc,4,79.95,West,319.8,2025-05,Monday,False
2025-04-09,CUST0568,Home & Kitchen,Throw Pillow,3,13.14,North,39.42,2025-04,Wednesday,False
2025-01-10,CUST0530,Beauty,Face Serum,5,21.27,South,106.35,2025-01,Friday,False
2025-06-14,CUST0521,Apparel,Cotton T-Shirt,5,26.16,East,130.8,2025-06,Saturday,True
2025-12-27,CUST0609,Apparel,Cotton T-Shirt,5,104.63,South,523.15,2025-12,Saturday,True
2025-04-19,CUST0187,Electronics,Laptop Stand,1,23.67,East,23.67,2025-04,Saturday,True
2025-07-21,CUST0086,Apparel,Running Shoes,5,77.98,North,389.90000000000003,2025-07,Monday,False
2025-09-24,CUST0728,Beauty,Hair Dryer,4,23.23,North,92.92,2025-09,Wednesday,False
2025-10-21,CUST0647,Sports,Resistance Bands,3,23.54,North,70.62,2025-10,Tuesday,False
2025-12-01,CUST0083,Beauty,Face Serum,1,31.08,East,31.08,2025-12,Monday,False
2025-05-18,CUST0259,Toys,Building Blocks,2,63.4,South,126.8,2025-05,Sunday,True
2025-06-15,CUST0533,Apparel,Cotton T-Shirt,3,33.71,North,101.13,2025-06,Sunday,True
2025-11-29,CUST0426,Home & Kitchen,LED Lamp,2,18.5,West,37.0,2025-11,Saturday,True
2025-08-04,CUST0390,Electronics,Wireless Earbuds,2,117.42,West,234.84,2025-08,Monday,False
2025-03-10,CUST0057,Electronics,Bluetooth Speaker,4,86.46,West,345.84,2025-03,Monday,False
2025-05-01,CUST0078,Sports,Resistance Bands,1,128.95,South,128.95,2025-05,Thursday,False
2025-04-02,CUST0376,Apparel,Cotton T-Shirt,5,96.84,West,484.20000000000005,2025-04,Wednesday,False
2025-12-27,CUST0291,Sports,Yoga Mat,1,50.28,East,50.28,2025-12,Saturday,True
2025-02-23,CUST0217,Toys,Puzzle 1000pc,5,52.72,South,263.6,2025-02,Sunday,True
2025-11-18,CUST0663,Sports,Yoga Mat,5,132.61,North,663.0500000000001,2025-11,Tuesday,False
2025-09-09,CUST0635,Home & Kitchen,Throw Pillow,1,83.35,West,83.35,2025-09,Tuesday,False
2025-04-26,CUST0493,Sports,Water Bottle,2,103.37,North,206.74,2025-04,Saturday,True
2025-09-28,CUST0074,Toys,Building Blocks,1,42.79,East,42.79,2025-09,Sunday,True
2025-08-16,CUST0120,Toys,RC Car,2,75.12,West,150.24,2025-08,Saturday,True
2025-10-26,CUST0027,Apparel,Cotton T-Shirt,4,98.7,East,394.8,2025-10,Sunday,True
2025-08-05,CUST0065,Home & Kitchen,Blender,3,19.8,East,59.400000000000006,2025-08,Tuesday,False
2025-04-25,CUST0393,Apparel,Cotton T-Shirt,4,105.41,South,421.64,2025-04,Friday,False
2025-01-28,CUST0435,Electronics,Laptop Stand,1,216.74,West,216.74,2025-01,Tuesday,False
2025-02-05,CUST0732,Toys,Plush Toy,1,21.86,South,21.86,2025-02,Wednesday,False
2025-09-30,CUST0706,Electronics,Smartwatch,1,35.75,West,35.75,2025-09,Tuesday,False
2025-12-05,CUST0317,Home & Kitchen,Blender,3,41.6,South,124.80000000000001,2025-12,Friday,False
2025-12-07,CUST0402,Electronics,Laptop Stand,3,109.42,South,328.26,2025-12,Sunday,True
2025-12-13,CUST0683,Apparel,Running Shoes,4,81.15,East,324.6,2025-12,Saturday,True
2025-06-18,CUST0015,Toys,Puzzle 1000pc,2,76.14,West,152.28,2025-06,Wednesday,False
2025-11-27,CUST0487,Electronics,Smartwatch,4,66.28,North,265.12,2025-11,Thursday,False
2025-12-29,CUST0336,Home & Kitchen,Non-Stick Pan,2,37.55,North,75.1,2025-12,Monday,False
2025-07-14,CUST0001,Home & Kitchen,Throw Pillow,3,27.38,East,82.14,2025-07,Monday,False
2025-10-28,CUST0128,Sports,Yoga Mat,1,115.48,East,115.48,2025-10,Tuesday,False
2025-11-24,CUST0030,Sports,Water Bottle,4,85.95,West,343.8,2025-11,Monday,False
2025-07-08,CUST0317,Apparel,Winter Jacket,4,89.27,West,357.08,2025-07,Tuesday,False
2025-04-16,CUST0409,Electronics,Smartwatch,3,144.72,East,434.15999999999997,2025-04,Wednesday,False
2025-10-14,CUST0096,Home & Kitchen,Non-Stick Pan,3,53.65,West,160.95,2025-10,Tuesday,False
2025-12-13,CUST0269,Sports,Dumbbell Set,4,72.25,East,289.0,2025-12,Saturday,True
2025-12-15,CUST0552,Sports,Resistance Bands,2,74.08,South,148.16,2025-12,Monday,False
2025-12-21,CUST0633,Beauty,Lip Balm Set,3,14.96,East,44.88,2025-12,Sunday,True
2025-07-08,CUST0742,Beauty,Hair Dryer,3,38.52,South,115.56,2025-07,Tuesday,False
2025-08-24,CUST0272,Apparel,Running Shoes,5,60.15,West,300.75,2025-08,Sunday,True
2025-02-23,CUST0085,Home & Kitchen,Non-Stick Pan,2,48.63,East,97.26,2025-02,Sunday,True
2025-06-20,CUST0422,Apparel,Running Shoes,3,42.04,South,126.12,2025-06,Friday,False
2025-03-18,CUST0215,Home & Kitchen,Blender,5,70.7,South,353.5,2025-03,Tuesday,False
2025-05-04,CUST0533,Apparel,Winter Jacket,3,59.14,North,177.42000000000002,2025-05,Sunday,True
2025-06-24,CUST0091,Beauty,Makeup Brush Kit,3,32.54,East,97.62,2025-06,Tuesday,False
2025-07-31,CUST0237,Toys,Puzzle 1000pc,2,25.17,East,50.34,2025-07,Thursday,False
2025-08-10,CUST0617,Apparel,Denim Jeans,1,93.27,East,93.27,2025-08,Sunday,True
2025-11-16,CUST0496,Toys,Puzzle 1000pc,5,17.55,South,87.75,2025-11,Sunday,True
2025-04-30,CUST0416,Toys,RC Car,1,9.17,West,9.17,2025-04,Wednesday,False
2025-08-31,CUST0718,Apparel,Denim Jeans,1,16.55,East,16.55,2025-08,Sunday,True
2025-03-23,CUST0361,Home & Kitchen,Throw Pillow,1,26.7,East,26.7,2025-03,Sunday,True
2025-07-03,CUST0281,Electronics,Wireless Earbuds,1,201.34,East,201.34,2025-07,Thursday,False
2025-03-29,CUST0237,Toys,Puzzle 1000pc,2,47.56,South,95.12,2025-03,Saturday,True
2025-10-12,CUST0726,Electronics,Bluetooth Speaker,1,199.01,East,199.01,2025-10,Sunday,True
2025-06-27,CUST0750,Sports,Water Bottle,1,119.0,North,119.0,2025-06,Friday,False
2025-07-09,CUST0754,Beauty,Face Serum,2,52.41,North,104.82,2025-07,Wednesday,False
2025-08-25,CUST0356,Beauty,Lip Balm Set,3,46.07,East,138.21,2025-08,Monday,False
2025-09-06,CUST0579,Sports,Dumbbell Set,2,77.22,East,154.44,2025-09,Saturday,True
2025-12-31,CUST0719,Home & Kitchen,Throw Pillow,2,36.81,South,73.62,2025-12,Wednesday,False
2025-02-16,CUST0136,Electronics,Laptop Stand,4,105.83,South,423.32,2025-02,Sunday,True
2025-11-29,CUST0039,Sports,Resistance Bands,5,99.11,South,495.55,2025-11,Saturday,True
2025-10-07,CUST0482,Toys,RC Car,2,76.65,North,153.3,2025-10,Tuesday,False
2025-02-01,CUST0577,Home & Kitchen,Non-Stick Pan,3,66.23,East,198.69,2025-02,Saturday,True
2025-12-19,CUST0109,Electronics,Bluetooth Speaker,1,186.29,South,186.29,2025-12,Friday,False
2025-05-24,CUST0721,Sports,Yoga Mat,2,142.76,West,285.52,2025-05,Saturday,True
2025-04-15,CUST0209,Home & Kitchen,Non-Stick Pan,4,57.46,South,229.84,2025-04,Tuesday,False
2025-02-18,CUST0567,Electronics,Wireless Earbuds,1,193.44,North,193.44,2025-02,Tuesday,False
2025-05-04,CUST0289,Beauty,Hair Dryer,4,51.41,North,205.64,2025-05,Sunday,True
2025-10-22,CUST0508,Home & Kitchen,Throw Pillow,5,77.24,South,386.2,2025-10,Wednesday,False
2025-08-24,CUST0627,Beauty,Face Serum,5,7.66,North,38.3,2025-08,Sunday,True
2025-06-17,CUST0685,Beauty,Face Serum,3,48.99,South,146.97,2025-06,Tuesday,False
2025-08-12,CUST0275,Apparel,Running Shoes,4,112.58,South,450.32,2025-08,Tuesday,False
2025-05-04,CUST0712,Apparel,Cotton T-Shirt,3,25.94,East,77.82000000000001,2025-05,Sunday,True
2025-05-22,CUST0403,Beauty,Hair Dryer,5,30.3,West,151.5,2025-05,Thursday,False
2025-11-26,CUST0069,Beauty,Hair Dryer,5,7.37,East,36.85,2025-11,Wednesday,False
2025-07-05,CUST0794,Apparel,Running Shoes,2,57.91,North,115.82,2025-07,Saturday,True
2025-11-21,CUST0734,Sports,Dumbbell Set,4,102.81,South,411.24,2025-11,Friday,False
2025-04-07,CUST0118,Sports,Dumbbell Set,2,16.69,North,33.38,2025-04,Monday,False
2025-11-28,CUST0037,Home & Kitchen,LED Lamp,5,37.19,North,185.95,2025-11,Friday,False
2025-11-24,CUST0435,Electronics,Bluetooth Speaker,5,37.93,East,189.65,2025-11,Monday,False
2025-12-10,CUST0679,Apparel,Denim Jeans,2,94.88,East,189.76,2025-12,Wednesday,False
2025-06-02,CUST0481,Toys,RC Car,2,24.93,West,49.86,2025-06,Monday,False
2025-04-23,CUST0114,Toys,RC Car,3,64.46,West,193.38,2025-04,Wednesday,False
2025-09-18,CUST0614,Beauty,Face Serum,2,43.39,North,86.78,2025-09,Thursday,False
2025-05-29,CUST0009,Electronics,Wireless Earbuds,5,89.02,South,445.09999999999997,2025-05,Thursday,False
2025-11-13,CUST0480,Sports,Water Bottle,3,101.98,North,305.94,2025-11,Thursday,False
2025-03-09,CUST0313,Electronics,Bluetooth Speaker,3,65.75,West,197.25,2025-03,Sunday,True
2025-09-27,CUST0447,Apparel,Denim Jeans,1,31.12,East,31.12,2025-09,Saturday,True
